trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-43172.4957739769	-42926.1020551645	-246.393718812415	2798.91102620761	0.243528698876545	70.6652662143236	39.6515760241857	67.5640416444977	1862.35914271552	-42926.1020551645
stderr.of.mean	0.0464670564179757	0.0457543760564718	0.0212686845223351	7.70304160944052	0.000374755788015162	0.0366224663429435	0.0243316534847695	0.0103838499857057	0.145189549972022	0.0457543760564718
stdev	5.32261787652646	4.96484098121394	2.34209416066828	862.795069254393	0.029977760565713	4.5406716375051	1.99479104497882	0.938016929852327	18.9695932612411	4.96484098121394
variance	28.330261059519	24.6496459687414	5.48540505743644	744415.331529693	0.000898666128535218	20.6176989196432	3.97919131312769	0.879875760689586	359.845468496926	24.6496459687414
median	-43172.1559156322	-42925.8239991248	-246.327293544274	2647.82074343443	0.242498039497579	69.2556649916073	39.7096842507228	67.5428004063427	1862.15696811165	-42925.8239991248
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2680.10845839216	0.241682255595333	70.5264228197144	39.6009360333644	67.5575355326989	1862.26255275574	NaN
HPD95.lower	-43199.9195679444	-42949.8949734606	-259.813343246595	1018.31530026189	0.143432215779541	62.9184103694539	29.3222810599818	64.1431122981917	1790.3327553838	-42949.8949734606
HPD95.upper	-43164.2884699384	-42918.5341702931	-242.680391793351	4383.46271464482	0.294585597003392	79.6854167632323	42.8230388349708	69.1226861652181	1893.66614789565	-42918.5341702931
ACT	1442.13787861054	1607.02127199765	1560.41311989699	1508.2600071559	2957.0955801183	1230.89787151271	2815.24024902444	2318.79574012676	1108.46431700168	1607.02127199765
ESS	13121.4915582356	11775.2019402191	12126.9167496164	12546.2452827897	6399.18443192254	15373.3306701917	6721.6288224628	8160.70155405992	17071.365951757	11775.2019402191
n.samples	18923	18923	18923	18923	18923	18923	18923	18923	18923	18923
chain.length	21025000	21025000	21025000	21025000	21025000	21025000	21025000	21025000	21025000	21025000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
