trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-31901.1102994488	-31656.7289809341	-244.38131851467	693.803179346472	0.416845455752078	66.8446978170981	35.827363342923	49.8422267896736	1079.37760995373	-31656.7289809341
stderr.of.mean	0.0518744915033977	0.0506900766344965	0.0185520574165825	1.32220897681381	0.00127628171406128	0.0565271410934252	0.0243490438633865	0.0113009030257191	0.102132592954606	0.0506900766344965
stdev	5.1185527987379	4.94623285919381	1.90877625989024	164.540069711941	0.0826421653811705	6.78467580768966	1.64080674699683	0.98509142317447	12.8978141201766	4.94623285919381
variance	26.1995827534676	24.4652194973686	3.64342681032057	27073.4345408104	0.00682972749888874	46.0318258154493	2.69224678099031	0.970405112011904	166.353609078626	24.4652194973686
median	-31900.7318209452	-31656.3586083633	-244.235473802283	669.261251521589	0.407162144036058	66.5581459370591	35.8302689563924	49.7421558937694	1079.4136181821	-31656.3586083633
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	675.725928217851	0.409065243125679	66.5006688607355	35.7896543322016	49.8325776991383	1079.30054171768	NaN
HPD95.lower	-31928.4464275435	-31683.4984274802	-253.853150729657	295.930276817839	0.186320163057879	48.258622517966	29.7507293605792	46.8974340430073	1031.83681012452	-31683.4984274802
HPD95.upper	-31893.3323205652	-31649.2257001801	-241.54231979313	997.855244266303	0.566632903735617	78.5093895949364	38.4806055762903	51.6217495458746	1100.93915267754	-31649.2257001801
ACT	1784.58871384986	1824.82654956197	1641.34139067816	1121.97107473458	4143.95021953301	1206.09260063	3826.25376137525	2286.6412439255	1089.48511306167	1824.82654956197
ESS	9736.69723737917	9522.00087409451	10586.4630592303	15487.0302731384	4193.1005633456	14406.8539935687	4541.25656154981	7598.91830262384	15948.8182001588	9522.00087409451
n.samples	17376	17376	17376	17376	17376	17376	17376	17376	17376	17376
chain.length	19306000	19306000	19306000	19306000	19306000	19306000	19306000	19306000	19306000	19306000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
