trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-43729.2998351047	-43474.1928364499	-255.106998654857	1909.79240808527	0.249678009758434	71.2323851829639	40.6988832638419	67.3272019108092	1778.73484027891	-43474.1928364499
stderr.of.mean	0.0450879854149935	0.0407817275352602	0.0184241829671693	4.28324206885342	0.000519964641232687	0.036704506447726	0.0317045223773524	0.00960154590227111	0.14416513613031	0.0407817275352602
stdev	5.04616335199096	4.61620435801407	2.18671924311608	507.259286305983	0.0375529921249819	4.5921832437305	2.33652872485534	0.928932682384732	18.3130920668695	4.61620435801407
variance	25.4637645749766	21.3093426749481	4.78174104821417	257311.983543656	0.00141022721753895	21.0881469439991	5.45936648207412	0.862915928402494	335.36934104964	21.3093426749481
median	-43728.9781265278	-43473.8762187566	-255.001119084168	1828.54795952803	0.247983913444117	69.9342189004892	40.8093068882891	67.3223213287348	1778.73731161657	-43473.8762187566
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1848.33370928033	0.246862234099002	71.0915118246196	40.6307336994895	67.3207959788372	1778.64057116535	NaN
HPD95.lower	-43753.9957986158	-43495.4020262942	-267.934509387127	687.614275913108	0.120321429843566	63.9251860803636	29.2031548881738	63.8034545553379	1706.54635898966	-43495.4020262942
HPD95.upper	-43721.5774075181	-43467.1991042399	-251.698591620091	2844.13749757188	0.314069947227732	80.3688475189284	44.3334261573681	68.8760919498444	1808.82067319955	-43467.1991042399
ACT	1385.31516701753	1354.28703790431	1231.79931943561	1237.18533566783	3326.65733622454	1108.5362404997	3194.84445265297	1853.80213046223	1075.34215917258	1354.28703790431
ESS	12526.3914040295	12813.3841012412	14087.5219901493	14026.1927616794	5216.34729583964	15653.9762670976	5431.56333811189	9360.76170959691	16137.1893140991	12813.3841012412
n.samples	17353	17353	17353	17353	17353	17353	17353	17353	17353	17353
chain.length	19280000	19280000	19280000	19280000	19280000	19280000	19280000	19280000	19280000	19280000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
