trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-48268.7869818209	-47994.331049311	-274.455932509991	4111.70181212194	0.129159305096113	64.3040422355138	37.0165772840701	128.390677926461	2452.60277673354	-47994.331049311
stderr.of.mean	0.0448043745232989	0.0442428184612468	0.0176463027245023	12.0228323545803	0.000240668154872752	0.0367395371436017	0.022746919748842	0.0262713267017106	0.199945385781313	0.0442428184612468
stdev	5.03625884501223	4.80277312132293	2.17970087052632	1408.58237240604	0.026285803128208	4.64877773301868	2.75962549073835	3.42482029423409	24.8949632830074	4.80277312132293
variance	25.363903153964	23.066629654902	4.75109588497319	1984104.29985302	0.000690943446094911	21.6111344110103	7.61553284913288	11.7293940477977	619.759196862289	23.066629654902
median	-48268.5148243239	-47994.0005064892	-274.38226835107	3841.85539550751	0.128051066097024	63.5900682853269	36.9631612289942	128.223476167561	2452.50934837822	-47994.0005064892
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3900.55494002978	0.126443594349824	64.1412291054831	36.9144997465166	128.345168176805	2452.47647145838	NaN
HPD95.lower	-48292.0786720769	-48020.77416905	-287.041196657307	1331.04512833849	0.0277047057943749	51.7838848930871	27.0365237197841	116.011289365837	2361.55878300848	-48020.77416905
HPD95.upper	-48261.0259249424	-47987.0230799794	-271.084298877286	6708.86952381659	0.173374006093783	72.8400662881592	41.5894949920688	134.168792597075	2494.15373667695	-47987.0230799794
ACT	1475.50453893556	1582.03915048185	1221.88252499056	1358.20361733133	1562.82573230634	1164.4091114584	1266.6618586855	1096.99394927453	1202.58446842594	1582.03915048185
ESS	12635.6778363081	11784.7905308294	15258.4226541288	13726.955047162	11929.6730368562	16011.5545443033	14719.0032384397	16995.5358571757	15503.2768919785	11784.7905308294
n.samples	18644	18644	18644	18644	18644	18644	18644	18644	18644	18644
chain.length	20715000	20715000	20715000	20715000	20715000	20715000	20715000	20715000	20715000	20715000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
