trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-50204.4817329464	-49890.9866510203	-313.495081926152	4065.51391028681	0.136706001114536	60.974904218788	41.334692640169	928.269987396678	5562.55590472328	-49890.9866510203
stderr.of.mean	0.0839863646731851	0.0741085102957908	0.0320255092814698	10.3971366163152	0.000517146398320685	0.039861945320493	0.0337538486738975	3.42895228819608	8.21113826503153	0.0741085102957908
stdev	5.66840927088371	4.67929861286789	3.19158575537775	1382.13027046628	0.0495422053901851	4.51290794508564	3.72117981376121	465.873216709019	1064.19600353519	4.67929861286789
variance	32.1308636622404	21.8958355083874	10.1862196339302	1910284.0845392	0.00245443011492328	20.3663381208171	13.8471792063439	217037.854046809	1132513.13394026	21.8958355083874
median	-50204.0534089232	-49890.6304356188	-313.221767238081	3805.92572895955	0.128180480696221	60.9152263966858	41.1998131982292	814.18123696785	5352.3718245855	-49890.6304356188
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3861.49247887015	0.128851696697863	60.809057181437	41.1673214727763	832.365898742776	5470.58583028861	NaN
HPD95.lower	-50232.763715271	-49916.1603084639	-328.42479831396	1346.40916121374	0.0263278551399061	44.947042259084	29.1691769048276	235.961684032573	3702.23282720036	-49916.1603084639
HPD95.upper	-50195.9167153881	-49884.0326832057	-308.700798228164	6665.95589180182	0.229250398965659	68.5719542586195	47.7301244089851	1836.47692439461	7598.561923	-49884.0326832057
ACT	4571.06722664664	5222.72412326214	2096.53199519982	1178.28943827924	2268.8134022624	1624.52526384213	1713.19866152008	1128.00191996134	1239.61243498182	5222.72412326214
ESS	4555.39132713125	3986.99979331741	9932.1164893624	17672.2283367062	9177.9253327911	12817.8985353247	12154.4573129214	18460.0749622072	16797.9921888291	3986.99979331741
n.samples	20823	20823	20823	20823	20823	20823	20823	20823	20823	20823
chain.length	23136000	23136000	23136000	23136000	23136000	23136000	23136000	23136000	23136000	23136000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
