trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-44467.5231858565	-44229.6473008604	-237.875884996036	3673.78576202281	0.308848038626428	67.3002324755209	42.814479797142	64.9522044320699	1975.87082756096	-44229.6473008604
stderr.of.mean	0.0614475013354953	0.0549002519593551	0.0391473029264545	11.3033927560858	0.000861106849722079	0.060163990485375	0.0433783138664348	0.0158427552511481	0.190729303341475	0.0549002519593551
stdev	5.84027866833343	5.32092663103441	2.98329696992731	1207.45680465123	0.0483909317844599	4.97102711522441	2.10401474506787	0.986430212590949	20.037542754224	5.32092663103441
variance	34.1088549237905	28.3122602128512	8.90006081077749	1457951.93509855	0.00234168227896825	24.7111105802963	4.42687804746301	0.973044564312225	401.503119627355	28.3122602128512
median	-44467.2331071177	-44229.2927973023	-237.917536004084	3459.36702544562	0.30664148296057	65.0919193956874	42.9026147515897	64.8886498321755	1975.75455800368	-44229.2927973023
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3500.13497609564	0.305057220587161	67.1284445146492	42.7621948084689	64.9447447653934	1975.76923703931	NaN
HPD95.lower	-44496.8950505129	-44256.9371135463	-256.182154995108	1133.24658953685	0.151250571555089	60.9858730346228	33.632547363059	61.8403129605787	1897.9534471388	-44256.9371135463
HPD95.upper	-44458.4466590444	-44221.4940635156	-232.944634817279	5912.30172191431	0.391729074258659	77.5996351400098	46.1552214707358	66.6738527288655	2008.90524852014	-44221.4940635156
ACT	2045.9276897746	1967.53786332728	3182.43603657125	1619.65827550835	5852.41457205995	2707.2600107974	7855.91435461501	4767.35683287165	1674.53753031801	1967.53786332728
ESS	9034.04362352428	9393.9742378038	5807.81507863816	11411.6664480962	3158.18364752214	6827.19795153919	2352.74968204586	3876.99109757359	11037.674381947	9393.9742378038
n.samples	18483	18483	18483	18483	18483	18483	18483	18483	18483	18483
chain.length	20536000	20536000	20536000	20536000	20536000	20536000	20536000	20536000	20536000	20536000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
