trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-39137.789005067	-38886.4061595995	-251.382845467431	1246.59797953624	0.329787024087664	67.7718750600282	38.3324477519566	59.2252340921283	1455.58176250495	-38886.4061595995
stderr.of.mean	0.0434974657137955	0.0427922397353829	0.0207856677515023	2.5717861417738	0.000722180920677243	0.0456291250492505	0.0262424556440307	0.00936352450064933	0.122557195370213	0.0427922397353829
stdev	4.94851012034957	4.68042335634219	1.91048054779224	308.150837355298	0.0518990855398398	6.03530349021755	1.9090056497908	0.928847023576489	15.5983995436625	4.68042335634219
variance	24.4877524112021	21.9063627945935	3.64993592349254	94956.9385627716	0.00269351507987161	36.4248882190322	3.64430257093319	0.862756793206902	243.310068323732	21.9063627945935
median	-39137.4492465759	-38886.0706566062	-251.251570268026	1201.91771610333	0.327189263736119	67.1825393303201	38.402758928318	59.2176729103972	1455.46284503903	-38886.0706566062
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1211.17845142184	0.325722681836222	67.5099775278445	38.2844093173651	59.2179533808486	1455.49820178319	NaN
HPD95.lower	-39160.6789066333	-38912.2342141459	-266.170768445125	461.060547368297	0.160673821851491	54.6741578485912	29.3504122265261	55.4004794177971	1396.00535825546	-38912.2342141459
HPD95.upper	-39130.2933076884	-38879.4004440326	-248.518932844525	1818.15009412866	0.420668923371537	78.5726147777441	41.3846066351242	60.7804451801841	1481.24493526672	-38879.4004440326
ACT	1351.73926336916	1462.42534620187	2070.88826534246	1218.58813306731	3387.55656142155	1000	3306.04272360571	1777.88743352713	1080.01924054723	1462.42534620187
ESS	12943.3245553523	11963.6876134838	8448.54852519372	14357.5991963427	5164.78461179051	17496	5292.12761682587	9840.89300034585	16199.7113969332	11963.6876134838
n.samples	17496	17496	17496	17496	17496	17496	17496	17496	17496	17496
chain.length	19439000	19439000	19439000	19439000	19439000	19439000	19439000	19439000	19439000	19439000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
