trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-45752.8465382308	-45450.0139916171	-302.832546613689	2502.59761372554	0.129270915773824	63.0906617723145	43.4922970825417	628.929283203186	4107.91402407816	-45450.0139916171
stderr.of.mean	0.0908845411487804	0.0860403713820463	0.0273895769300198	5.94758810194355	0.000468945456110518	0.0498394258017758	0.0326999919423666	2.43982079074264	5.74553341681326	0.0860403713820463
stdev	5.58707284288685	4.83222467938432	2.85962865141918	738.236395864399	0.0505233634839162	5.861531502962	3.4694211488728	296.162070819569	656.534343699929	4.83222467938432
variance	31.2153829517238	23.3503953520509	8.1774760240175	544992.976178857	0.00255261025772791	34.357551560216	12.0368831082458	87711.9721921355	431037.344457496	23.3503953520509
median	-45752.4177376842	-45449.6829280595	-302.572927304843	2378.31869669286	0.119298816446818	62.556884498245	43.5404610356551	553.241421950914	3967.28099976332	-45449.6829280595
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2404.36689641022	0.121057346498199	62.8225443516982	43.3525420964313	573.351683701858	4060.82586523039	NaN
HPD95.lower	-45780.3081124895	-45475.1309447502	-317.92765178434	934.470257044028	0.0179445140635765	48.5327870010797	30.3462552237135	215.491675473826	3016.90321963347	-45475.1309447502
HPD95.upper	-45744.4836930291	-45442.7441314837	-298.59252964176	3891.3144696086	0.220277894422578	73.7327059685625	49.1136942755324	1214.12170623481	5378.11398532328	-45442.7441314837
ACT	4594.74216983178	5505.03507237837	1592.94633232973	1127.04339590893	1495.92537738281	1255.37544368384	1542.52078226192	1178.43804555487	1329.82834957892	5505.03507237837
ESS	3779.31978730283	3154.38498968504	10901.1833277542	15407.5699862431	11608.1993544229	13832.5152745088	11257.5468672366	14735.6070737038	13058.0762588634	3154.38498968504
n.samples	17365	17365	17365	17365	17365	17365	17365	17365	17365	17365
chain.length	19294000	19294000	19294000	19294000	19294000	19294000	19294000	19294000	19294000	19294000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
