trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-47868.7522559861	-47613.048962921	-255.703293065157	4194.73710657443	0.16080608503849	72.2007120216564	40.1448992110273	96.1394749549169	2295.70803773926	-47613.048962921
stderr.of.mean	0.049626576183104	0.0470306412677009	0.0197867900363806	12.6545590143823	0.000304950206928383	0.0228603478008356	0.0354996265981343	0.0141738987214247	0.171461538671728	0.0470306412677009
stdev	5.46535567592214	5.05000347874687	2.36070337228373	1422.07600754306	0.0251757554795306	2.71364519132455	2.9947583251789	1.88843237621852	22.7292750824999	5.05000347874687
variance	29.8701126643344	25.5025351353555	5.57292041191178	2022300.1712296	0.000633818663965116	7.36387022439886	8.96857742622834	3.56617683955032	516.619945775949	25.5025351353555
median	-47868.4239918208	-47612.6668587723	-255.600677261825	3936.99669113468	0.159613604367412	71.6077584782318	40.2083940126557	96.0839241983341	2295.51109285789	-47612.6668587723
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3983.31018806473	0.158849129594284	72.151620632766	40.0319191940201	96.1209537439873	2295.59552867536	NaN
HPD95.lower	-47894.6132532282	-47634.878249601	-268.972591342874	1396.335665552	0.0819764256256995	65.1649179306673	28.5314956327712	87.5657227372461	2195.40450425981	-47634.878249601
HPD95.upper	-47860.3798623745	-47605.4118055528	-252.043811822712	6859.18343083427	0.203903498345041	77.8750678130003	44.991661173848	99.2959594376605	2333.10150946667	-47605.4118055528
ACT	1547.01328694087	1627.34908338086	1318.16606588487	1485.76693687734	2752.9296826515	1331.56330426816	2636.49095345003	1057.00746044054	1067.73761162808	1627.34908338086
ESS	12129.1783066096	11530.4086822093	14234.9287283495	12629.167828594	6816.01136354756	14091.70704829	7117.03560956505	17752.0033701367	17573.6059080927	11530.4086822093
n.samples	18764	18764	18764	18764	18764	18764	18764	18764	18764	18764
chain.length	20848000	20848000	20848000	20848000	20848000	20848000	20848000	20848000	20848000	20848000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
