trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-45539.4666989262	-45294.483133816	-244.983565110257	4012.57574933634	0.221200739137076	70.9912619364002	39.7823821724676	69.8815672175137	2055.67340390221	-45294.483133816
stderr.of.mean	0.0566909076794079	0.0540045349864781	0.0536119649232157	13.3180558114776	0.00049358089647237	0.0629230229002768	0.0386107463643413	0.0361581570758794	0.225165698750555	0.0540045349864781
stdev	5.52533212292496	5.06953439337296	3.32053177027504	1369.40006193063	0.0306288309593195	4.08188261922815	2.49527874370404	1.83367649218498	21.1322463566841	5.06953439337296
variance	30.5292950686265	25.7001789655913	11.0259312374059	1875256.52961562	0.000938125285934571	16.6617657171568	6.22641600878123	3.36236947799182	446.571836079589	25.7001789655913
median	-45539.1523316232	-45294.1503963991	-245.060387627958	3752.67571182913	0.219434156752035	69.3734978675324	39.7824811304081	69.4043504035861	2055.61257433783	-45294.1503963991
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3806.53452351841	0.219102466060152	70.8804235172862	39.7037732971513	69.8579506730957	2055.56480183849	NaN
HPD95.lower	-45563.7502609249	-45318.9017446581	-257.192203536404	1391.4655222057	0.120555863162258	65.1523331316743	28.2956508075833	66.0308854364575	1980.6895938067	-45318.9017446581
HPD95.upper	-45530.9277388001	-45286.7481796288	-239.526465069023	6620.81186157093	0.273955138038969	79.5453210348005	43.8481764035084	73.6460289099855	2090.62820751128	-45286.7481796288
ACT	1944.04535365585	2095.65921833714	4813.98261732487	1746.69598776075	4795.70202415607	4388.28152453038	4421.55068232029	7180.6455115555	2096.57055173314	2095.65921833714
ESS	9499.77836950679	8812.5014975736	3836.32461270969	10573.1049532414	3850.94818380629	4208.48113248076	4176.81517795213	2571.91362117518	8808.67089577944	8812.5014975736
n.samples	18468	18468	18468	18468	18468	18468	18468	18468	18468	18468
chain.length	20519000	20519000	20519000	20519000	20519000	20519000	20519000	20519000	20519000	20519000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
