trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-45276.0645669181	-45029.0263703557	-247.038196562356	2939.44427378069	0.149457764923437	69.8811768157693	41.9609679282826	74.8553288453907	2118.8343412385	-45029.0263703557
stderr.of.mean	0.0766441219090612	0.0569532989710226	0.0581448696495584	7.34996669512349	0.000449734430839868	0.0322252964203913	0.0402814662833866	0.0222968361010426	0.521603167373533	0.0569532989710226
stdev	6.16162555636012	5.01182291482971	4.06974760463148	886.50755608617	0.0320819777623081	1.23281693374513	3.36606570183952	0.941641427082001	22.3539862519697	5.01182291482971
variance	37.9656294967902	25.1183689296121	16.5628455654036	785895.646997874	0.00102925329714123	1.51983759212874	11.3303983091004	0.886688577197028	499.700701353251	25.1183689296121
median	-45275.7343238366	-45028.7414534214	-247.111095650233	2791.47569603561	0.146499929736494	69.8263393017084	42.0729662866732	74.8395930966421	2118.66629653198	-45028.7414534214
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2819.80302168682	0.146092777256657	69.8707501267502	41.8238076681043	74.849406767289	2118.71644577307	NaN
HPD95.lower	-45306.476374868	-45052.1120423427	-265.555068977575	991.471122517128	0.057772523652464	66.5859019310342	27.7290678204724	70.9500543249976	2032.2101035326	-45052.1120423427
HPD95.upper	-45266.4622118813	-45021.3046417054	-240.270538536146	4573.75682124433	0.206547618447628	71.4341319445317	47.3363143255033	76.4043906872714	2155.90932207874	-45021.3046417054
ACT	2910.57626185505	2429.17172753868	3839.72155902077	1293.05721314259	3696.59515998085	12853.1193894474	2693.87380130114	10546.9588468485	10241.9432020171	2429.17172753868
ESS	6463.32489086206	7744.20341992905	4899.31358585219	14548.4668495682	5089.00736647003	1463.61357348357	6983.25214451909	1783.64211647808	1836.76082057309	7744.20341992905
n.samples	18812	18812	18812	18812	18812	18812	18812	18812	18812	18812
chain.length	20901000	20901000	20901000	20901000	20901000	20901000	20901000	20901000	20901000	20901000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
