trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-45457.060885897	-45183.7965559815	-273.264329915557	1878.98351148464	0.137661540373963	69.3099996228029	41.3528683602776	200.473801192151	2202.20341759371	-45183.7965559815
stderr.of.mean	0.0447581039261941	0.0419397874449579	0.0170953470643943	3.73996567345428	0.000369871717566064	0.0717311585021787	0.0365396470624395	0.232191397983495	0.48838606994771	0.0419397874449579
stdev	5.04559258547395	4.63724105940365	2.14760355220055	498.311032778034	0.0345902740472722	7.6523054687114	3.60792047081172	31.9936065097644	67.1256505828234	4.63724105940365
variance	25.4580045385897	21.5040046430191	4.61220101742441	248313.885388311	0.00119648705866539	58.5577789864705	13.0170901237022	1023.59085750164	4505.8529661673	21.5040046430191
median	-45456.7946859338	-45183.4926802687	-273.190544474057	1799.76950903598	0.137280597206892	67.4346856278189	41.4107814377558	192.978755237797	2189.156724706	-45183.4926802687
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1818.68501525055	0.133170974336831	68.8949093803379	41.1931866751377	198.365435787323	2201.22377189059	NaN
HPD95.lower	-45482.5808326867	-45206.703324833	-284.668502833532	813.86872327044	0.0334039487450847	54.7013491308101	28.1396194851113	145.111739139066	2052.57811746939	-45206.703324833
HPD95.upper	-45449.3327515023	-45176.7785331147	-269.870894259848	2817.11105112935	0.193961618602859	81.5348886252563	47.1312117236399	258.805110206085	2322.21292470031	-45176.7785331147
ACT	1535.47604205113	1596.08916142616	1236.43605395357	1099.153305388	2231.09614531172	1714.5696710777	2001.4227315569	1027.7557090491	1032.9363574081	1596.08916142616
ESS	12708.7622767026	12226.1340228409	15782.4579262332	17753.6653934836	8746.37340977235	11381.2814545672	9750.06413803451	18987.0022887585	18891.773786495	12226.1340228409
n.samples	19514	19514	19514	19514	19514	19514	19514	19514	19514	19514
chain.length	21681000	21681000	21681000	21681000	21681000	21681000	21681000	21681000	21681000	21681000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
