trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-47156.6987941271	-46877.3294229859	-279.369371141204	2379.07578045553	0.11029060956481	70.8777043566125	42.1431117173581	151.035803304845	2359.70203728637	-46877.3294229859
stderr.of.mean	0.0453075020594578	0.0443801916411096	0.0198181522363077	5.17916395042316	0.000260607210780663	0.0426968666383337	0.0328983400586937	0.045791019304246	0.200358093163573	0.0443801916411096
stdev	4.97768346477157	4.76135879736362	2.35314806610568	666.546122550144	0.0274096054483573	5.00662079309338	3.62650616855577	6.09346482187205	26.797913619008	4.76135879736362
variance	24.7773326754603	22.6705375972319	5.5373058210169	444283.733486632	0.000751286470834618	25.0662517658349	13.1515469905731	37.1303135353922	718.128174331812	22.6705375972319
median	-47156.3959455967	-46876.9905704494	-279.374294555178	2273.54397991456	0.10747228846498	70.3899480472892	42.1025865134894	150.594272957167	2359.65508072165	-46876.9905704494
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2294.3168760208	0.106997131816678	70.7046756353208	41.9869586745274	150.91421781919	2359.54991607125	NaN
HPD95.lower	-47180.1830178144	-46900.0773393676	-289.876209545903	923.015242417123	0.027350507055475	59.3440300806471	28.7944198007935	131.125813459143	2257.90479741503	-46900.0773393676
HPD95.upper	-47149.0479874377	-46870.02373875	-275.48455398435	3617.57605851522	0.159159958512071	79.8636250702849	48.2015200475026	161.731033700099	2403.9016760666	-46870.02373875
ACT	1578.76477765937	1655.57275413357	1351.63538683404	1150.5106641188	1722.65786382428	1385.90785245145	1568.2051393134	1076.12754625768	1065.23041168754	1655.57275413357
ESS	12070.8292138702	11510.8200182802	14099.2165384465	16563.9490309254	11062.5565297648	13750.553448623	12152.109135635	17708.8673794034	17890.0262242887	11510.8200182802
n.samples	19057	19057	19057	19057	19057	19057	19057	19057	19057	19057
chain.length	21173000	21173000	21173000	21173000	21173000	21173000	21173000	21173000	21173000	21173000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
