trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-46878.2793710887	-46553.5442373961	-324.735133692587	2358.80823323793	0.115271849870864	60.8188688546657	43.6956724863205	1250.93504452379	6700.81576769571	-46553.5442373961
stderr.of.mean	0.0981076932450276	0.0827099577465855	0.0334947014596383	4.66257781595629	0.000441909707596902	0.0354287945078578	0.0305517401094228	4.51160390956108	11.0263839725616	0.0827099577465855
stdev	6.21746256653475	4.64481989473486	3.73053192917178	662.108553995849	0.0521120614004223	4.74443502779895	3.87896478939801	634.181646088142	1480.81625549133	4.64481989473486
variance	38.6568407662609	21.5743518545248	13.9168684745701	438387.737274475	0.00271566694340139	22.5096637330056	15.0463678373895	402186.360235066	2192816.78252736	21.5743518545248
median	-46877.9359144145	-46553.1680100457	-324.390729470935	2254.42285051925	0.105149601904934	60.6163108150122	43.6474295174528	1101.34061380457	6447.30661113835	-46553.1680100457
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2274.18064410278	0.1054336177317	60.6365966818206	43.5223780216192	1117.83155900126	6552.77713771981	NaN
HPD95.lower	-46910.8275423188	-46577.3142863477	-346.286384501561	825.028250116118	0.0201958164522466	44.4357726927775	29.9108734525488	275.349949905996	3826.81462287268	-46577.3142863477
HPD95.upper	-46868.6273177568	-46546.4800658066	-319.257690041764	3601.02886049704	0.211041692647293	68.8687687162582	50.1627368981634	2471.5134889709	9476.27110108296	-46546.4800658066
ACT	5072.15034759513	6459.37038946402	1642.18865463098	1010.19714400366	1464.88295547964	1135.94182722839	1263.72499380226	1030.97216152044	1129.47396618639	6459.37038946402
ESS	4016.44245613875	3153.86775671342	12405.3956544827	20166.3607157516	13906.9131248986	17934.0169643247	16120.5959365458	19759.9903861188	18036.7149751888	3153.86775671342
n.samples	20372	20372	20372	20372	20372	20372	20372	20372	20372	20372
chain.length	22635000	22635000	22635000	22635000	22635000	22635000	22635000	22635000	22635000	22635000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
