trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-47865.4193584048	-47588.3603602028	-277.058998201964	2845.24799999093	0.188291050855958	60.6101344930756	38.13610838621	282.055434487743	2626.10172525059	-47588.3603602028
stderr.of.mean	0.0470969357601753	0.0444865869995494	0.0190674743321916	7.14130226877264	0.000508563885226795	0.0332702925316793	0.0332987005788231	0.668548036376748	1.35349434029504	0.0444865869995494
stdev	5.07967437245141	4.53650318117101	2.39455703538489	888.249129505548	0.042315702017199	3.77069723915369	2.919902108561	92.836747690325	187.459553281697	4.53650318117101
variance	25.8030917301396	20.5798611127747	5.73390339571128	788986.516067363	0.00179061863720838	14.2181576693613	8.52582832357895	8618.66172171706	35141.0841165734	20.5798611127747
median	-47865.1092213105	-47588.0098495959	-276.880388490516	2692.53227841585	0.183487136825981	61.4475863718757	38.1960273310064	251.909698482707	2568.18164418476	-47588.0098495959
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2722.2796991115	0.183805394750682	60.4881402591298	38.0233225038475	270.471419234047	2619.96935957649	NaN
HPD95.lower	-47891.8052578131	-47611.2134060768	-290.992411268414	1019.14681985479	0.0348762012810298	46.4986887675239	27.4231789517629	164.826640238467	2358.69036398084	-47611.2134060768
HPD95.upper	-47857.6533744721	-47581.5510681661	-273.429337069143	4501.70822175393	0.261452256561582	65.5192434475982	42.8277295109859	465.020505434103	2993.07728469966	-47581.5510681661
ACT	1657.63213488431	1854.344142092	1222.67369634497	1246.4069171969	2785.23941363702	1501.2205924298	2507.79821675962	1000	1005.24595154156	1854.344142092
ESS	11633.4617278313	10399.3641537566	15771.9921984476	15471.6728011817	6923.64179021097	12845.5472148753	7689.61388963634	19284	19183.3649968225	10399.3641537566
n.samples	19284	19284	19284	19284	19284	19284	19284	19284	19284	19284
chain.length	21426000	21426000	21426000	21426000	21426000	21426000	21426000	21426000	21426000	21426000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
