trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-43407.8405009552	-43183.7870144964	-224.053486458777	4578.64456258525	0.493216833087012	67.1089055167739	42.9982399308524	59.3501043833609	1906.48877288418	-43183.7870144964
stderr.of.mean	0.07221301084246	0.0651106346949974	0.0615267567488436	18.5598568467057	0.00215582879532271	0.0825444769263184	0.0457664609225563	0.020217173773857	0.194419294828611	0.0651106346949974
stdev	5.95955628719747	5.58054443692153	3.09796212625869	1704.32940946811	0.0792377333093746	6.40403999393499	1.73365677142583	1.07626130319589	19.6350622124116	5.58054443692153
variance	35.5163111402749	31.1424762124559	9.59736933573324	2904738.73597792	0.00627861838000757	41.0117282439188	3.00556580111063	1.15833839275691	385.535668085272	31.1424762124559
median	-43407.4144161896	-43183.3619916868	-224.073452039333	4244.61972654738	0.488124435533114	66.6173189503063	43.0497069868505	59.3293804091266	1906.35331839756	-43183.3619916868
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4309.67279349775	0.486917435625002	66.8102456733427	42.9630198747026	59.3403632297867	1906.38769284738	NaN
HPD95.lower	-43438.5117488736	-43214.5791380162	-237.109360262779	1419.32790123486	0.233700479698892	55.1659703019464	35.167718796098	56.0685251587164	1831.20268836387	-43214.5791380162
HPD95.upper	-43398.7533928521	-43175.3441602427	-219.156678535785	7709.59330914349	0.632142685696869	78.4545151437714	45.7718256148575	61.151365068802	1938.62014307288	-43175.3441602427
ACT	2755.77773337323	2555.00555900839	7403.15718636386	2225.78546039148	13893.3054188582	3118.23686583312	13080.054480802	6622.87517894543	1840.15877486085	2555.00555900839
ESS	6811.14437230916	7346.36366399324	2535.40476414213	8432.97808077993	1351.01039199227	6019.42726213812	1435.00931342062	2834.116526863	10200.2067736896	7346.36366399324
n.samples	18770	18770	18770	18770	18770	18770	18770	18770	18770	18770
chain.length	20855000	20855000	20855000	20855000	20855000	20855000	20855000	20855000	20855000	20855000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
