trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-42393.0220215194	-42121.0266958283	-271.995325691182	1208.17682612958	0.124419489681705	72.9709896489973	36.3201348122408	88.5123247164705	1700.56880939913	-42121.0266958283
stderr.of.mean	0.0433466657133254	0.0415685835787277	0.0139720992429139	2.14481073385802	0.000159584926934662	0.0313956242372117	0.0235720476962382	0.0129060205607717	0.131919899044842	0.0415685835787277
stdev	4.9656423070903	4.73831190983007	1.80953121979345	284.309236962153	0.018874408269561	4.11129723345576	2.85441245192229	1.7232631614299	17.5899553233959	4.73831190983007
variance	24.6576035219651	22.4515997548374	3.27440323540716	80831.7422220016	0.000356243287526074	16.902764941821	8.14767044568902	2.96963592354139	309.406528279065	22.4515997548374
median	-42392.7422894185	-42120.7279045936	-271.807896563294	1167.75231210623	0.12347678635783	72.153272038161	36.3231589153679	88.4738948142065	1700.57617131562	-42120.7279045936
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1177.20053845757	0.122984693367837	72.8588031156282	36.207441972053	88.4955710736522	1700.47784445909	NaN
HPD95.lower	-42420.3665008894	-42147.7351782311	-285.094089047199	552.039483219332	0.0531697227414221	62.6851414964965	25.3298825513448	81.9805754176605	1637.75844352889	-42147.7351782311
HPD95.upper	-42385.4787030291	-42113.8369123158	-269.404341041012	1729.69752205867	0.156722962974644	80.6788057321283	40.966790402217	91.4310905816111	1729.5828042077	-42113.8369123158
ACT	1417.71913496861	1431.90047977301	1109.22803060421	1058.82864613819	1330.04618359073	1084.9511042359	1268.7931958528	1043.54497270676	1046.45563483984	1431.90047977301
ESS	13123.8970689438	12993.9198029667	16773.8278213769	17572.2484160782	13988.9879235391	17149.1599274454	14664.3283245969	17829.6101142047	17780.0179773963	12993.9198029667
n.samples	18606	18606	18606	18606	18606	18606	18606	18606	18606	18606
chain.length	20672000	20672000	20672000	20672000	20672000	20672000	20672000	20672000	20672000	20672000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
