trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-45125.8584046174	-44860.0203753376	-265.838029279795	2442.28113427511	0.141466365090132	63.4043515364362	43.5309722382889	109.216402381448	2145.69785935732	-44860.0203753376
stderr.of.mean	0.05849818789377	0.0505270280487289	0.0494085833655367	5.88969822967804	0.000631461957941941	0.0477135217123887	0.0364090391194965	0.0330837394189784	0.231891374777168	0.0505270280487289
stdev	5.42568765477116	4.72933465283033	3.56481112865137	691.646909582907	0.0499559092327336	3.5035552964731	3.49219384299357	4.06655118886412	22.808365773245	4.72933465283033
variance	29.4380865271362	22.3666062584618	12.7078783829567	478375.447535586	0.00249559286726912	12.2748997154447	12.1954178370422	16.5368385716522	520.221549246133	22.3666062584618
median	-45125.6704673965	-44859.6707834652	-266.289642633202	2333.81250598696	0.136527133687556	62.3137347308476	43.5878734493425	109.02370788906	2145.37724357403	-44859.6707834652
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	2353.02120189643	0.132715480663563	63.3116115777613	43.3893692571112	109.141097317833	2145.57667102212	NaN
HPD95.lower	-45148.2460939233	-44883.2578177374	-279.006378694177	903.071909192162	0.0236025511374592	56.5054603034633	29.9160752424577	95.194307285992	2046.68812776908	-44883.2578177374
HPD95.upper	-45117.28655172	-44852.7919641695	-259.492892617516	3725.4556178751	0.228519278603496	70.8135527934114	49.1593625630851	116.090646959806	2183.76555881764	-44852.7919641695
ACT	1865.50390594123	1831.75898254361	3082.85194582434	1163.6921891882	2564.13898682481	2976.36306769572	1744.38628881433	1062.17875332361	1658.82956271587	1831.75898254361
ESS	8603.03746826119	8761.52384289886	5205.89385479183	13791.447729142	6259.02109147116	5392.15130512455	9200.37041274188	15109.5095338537	9674.89388947485	8761.52384289886
n.samples	16049	16049	16049	16049	16049	16049	16049	16049	16049	16049
chain.length	17831000	17831000	17831000	17831000	17831000	17831000	17831000	17831000	17831000	17831000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
