trace	posterior	likelihood	prior	NC	r	tau	x	tree.height	tree.treeLength	treeLikelihood
mean	-44621.5974682021	-44383.2391487441	-238.358319458051	4360.08981935345	0.293391704406148	69.4013794327162	40.7040787150441	66.6705153841287	2001.87191147293	-44383.2391487441
stderr.of.mean	0.0599054858630472	0.0546035637997075	0.025106283290502	16.2101805412603	0.000698832129296982	0.0469551601574236	0.037997336205547	0.012728719191405	0.176452859499308	0.0546035637997075
stdev	5.63400705141889	5.28994253246708	2.37589532986283	1550.76757820672	0.0395689231836824	5.3908688032617	2.14821561590972	1.09572346306688	20.401963126887	5.28994253246708
variance	31.7420354554377	27.9834919968042	5.64487861846401	2404880.08161713	0.00156569968191616	29.0614664539802	4.61483033243836	1.20060990751527	416.240099430857	27.9834919968042
median	-44621.2386926192	-44382.8627220796	-238.270530757017	4060.18084216928	0.291675112490666	68.4858347745998	40.7441973658432	66.5697209251088	2001.79832678868	-44382.8627220796
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4119.3172502721	0.290727107267387	69.1993221594387	40.6468129812745	66.661585739513	2001.76797274433	NaN
HPD95.lower	-44649.3282106552	-44407.2045844436	-250.845127676606	1156.69849023936	0.15730060117977	59.4046763681938	30.3128671777873	63.1629299461125	1923.98180819282	-44407.2045844436
HPD95.upper	-44612.8932721385	-44375.1475871844	-234.650666103113	7277.56618134612	0.360827770492348	79.5537169372895	44.1601433406606	68.5921169802788	2035.32487557135	-44375.1475871844
ACT	1938.70571559309	1827.06308291477	1914.80130809814	1873.68142646902	5348.73076314615	1300.95597649673	5364.92973071181	2314.09381575651	1282.70550354979	1827.06308291477
ESS	8845.59211956197	9386.10175005107	8956.02062076775	9152.56977933413	3206.18119688509	13181.8449738627	3196.5003943723	7410.67621512733	13369.3976930335	9386.10175005107
n.samples	17149	17149	17149	17149	17149	17149	17149	17149	17149	17149
chain.length	19054000	19054000	19054000	19054000	19054000	19054000	19054000	19054000	19054000	19054000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
