Sample	posterior	likelihood	prior	N0_con	b_log	Ninf_log	t50_log	NInf_gomp	b_gom	t50_gom	b_exp	N0_exp	I	tree.height	tree.treeLength	D.treeLikelihood
0	-21429.05875331359	-21231.70878315308	-197.34997016050937	37.9492167448665	0.019459506481906547	88.09637564463426	378.516026593028	37.21928822543659	0.028544853930574068	90.59258791199939	0.03180546418241139	181.38469558134102	2	74.741937135758	306.2700969965727	-21231.70878315308
1000	-21429.999594037316	-21231.23122867883	-198.76836535848494	38.24666562168399	0.017300280710140795	136.56669918388303	66.6762597446885	41.23041898776551	0.009180754903695455	75.50100374775846	0.05595669890465156	827.4471746301934	2	74.741937135758	307.76422347018035	-21231.23122867883
2000	-21439.349439795067	-21231.669341721914	-207.68009807315383	68.1579509556072	0.008168688449678219	93.5196035762242	127.40871901394941	42.35658364159904	0.018312486979349216	276.79391316640385	0.05136386975453893	854.3155579692283	2	78.39194529374714	323.9256716668746	-21231.669341721914
3000	-21422.297274599838	-21224.165629783925	-198.1316448159122	24.75778018851764	0.07266917648718102	33.831697038846315	48.9347115724347	112.69583318080909	0.015379549837731198	88.09791997158825	0.012316932536679997	147.36685766639542	0	78.39194529374714	319.818693352816	-21224.165629783925
4000	-21424.859339831397	-21225.431774099743	-199.42756573165389	103.491085221442	0.04409511471501677	59.432742111883734	197.04198371969534	60.22987432911411	0.004135954150667032	34.73181313349272	0.02106803383497212	682.0007979790383	2	71.68146599203698	306.7358471298481	-21225.431774099743
5000	-21428.62826468328	-21226.969619236756	-201.65864544652575	53.995307416080735	0.058750836974009873	191.14491471063147	140.97672021543343	37.47812923022063	0.02158729435286669	198.67735046644802	0.01713082397261347	505.7306067672124	2	80.57535914272526	322.8489780536184	-21226.969619236756
6000	-21424.139325907756	-21224.92338570441	-199.21594020334612	47.17962891864429	0.09652799311956999	286.45397959103894	218.19384778021697	47.439287604503185	0.010848124858618295	59.18258269193734	0.008061629675426143	465.27158853458616	2	72.12372388905487	304.934402714351	-21224.92338570441
7000	-21428.224395754984	-21230.105263410227	-198.11913234475668	78.71505614400971	0.0861329183169438	189.71671894952092	132.23840995277016	56.741076440585495	0.00854403035175927	88.3160048301533	0.008427583689165217	152.49969883234704	2	75.45561270996711	312.8432387277584	-21230.105263410227
8000	-21423.935412379447	-21230.696030412986	-193.23938196646276	81.09720647819807	0.06816654753364797	36.806644075580536	64.01929358755596	77.12205968295827	0.014422807606260142	34.7060037548652	0.007120869174391057	206.88946081459005	1	75.45561270996711	308.7249763073231	-21230.696030412986
9000	-21427.452486150705	-21226.044990345028	-201.4074958056767	31.080990623725597	0.05569606131349791	84.23782793694399	238.72612266982753	70.66230872754556	0.05946384650334599	49.79224465383249	0.015474260375259145	982.4705903525303	0	75.45561270996711	311.1908038899532	-21226.044990345028
