Sample	posterior	likelihood	prior	N0_con	b_log	Ninf_log	t50_log	NInf_gomp	b_gom	t50_gom	b_exp	N0_exp	I	tree.height	tree.treeLength	D.treeLikelihood
0	-10333.933410134761	-10177.813373520292	-156.12003661446875	89.91805925848664	0.025753534905421958	48.76407125218971	39.3811151029523	21.81269431167592	0.0043098658698101835	42.80837138376185	0.02033719210319681	1073.7913982233092	2	14.612459864408933	69.82648669029305	-10177.813373520292
1000	-10331.347896846593	-10178.301207579723	-153.0466892668708	48.899965008599104	0.020555397942476416	17.108046787681342	37.64798768505719	21.22606800112047	0.00466373346492095	21.494863635231567	0.012877151773488364	870.3179681955255	2	14.612459864408933	69.30934523491557	-10178.301207579723
2000	-10324.908159124836	-10172.780404599027	-152.12775452580854	27.680579679788767	0.05096012597719399	11.030690338502087	98.62551449215812	21.22606800112047	0.005555416623544062	46.624724673607176	0.035793971941948145	176.18794795741292	2	14.612459864408933	70.14003247272733	-10172.780404599027
3000	-10321.916050501688	-10171.247840328939	-150.66821017274913	36.877835367858694	0.023113049151298738	45.09378842330905	178.301531267294	15.189586645028415	0.006126435821613323	43.87453715063525	0.018801556592590314	502.86608134152493	2	14.389748031487892	68.42403862887761	-10171.247840328939
4000	-10323.695678317057	-10174.606199127576	-149.08947918948056	40.03430217617138	0.05254337875811224	45.7991113081821	136.41995836615632	15.189586645028415	0.020653829516580426	28.242407400879063	0.015991665453656635	117.90064120163152	2	15.188610304503536	70.30167862133726	-10174.606199127576
5000	-10329.916475711385	-10178.475269691935	-151.4412060194506	51.01446260197736	0.026606407442934264	195.8548562864137	70.06597166449731	21.91369192030491	0.019111656487283968	16.76751039006626	0.012805436724189108	369.8750551829854	2	14.101902692667263	67.49575629435549	-10178.475269691935
6000	-10331.91064579026	-10177.204273224708	-154.70637256555108	51.28035165102588	0.025709430686453795	35.29549022458147	64.8968967711548	9.086996007039229	0.007668680888035653	97.84870098119328	0.046384934182553454	123.21186457402838	2	14.953334854019214	69.72131479564923	-10177.204273224708
7000	-10328.132223021963	-10173.616314912266	-154.51590810969654	24.038821419039966	0.019433412218131253	257.8484320453466	159.89862524742296	12.33446695582649	0.015507893792330552	62.666914016968974	0.06888006280836753	105.17536108346822	2	14.529188647255037	67.54978158028058	-10173.616314912266
8000	-10329.04545407556	-10179.524442500757	-149.5210115748039	64.37179398274438	0.036917915854976856	20.018394498652338	289.9321119639442	20.497632552511803	0.005864847761950424	20.02871161169486	0.008730608604198112	162.13254050214678	2	15.789563682243818	70.68180319183692	-10179.524442500757
9000	-10325.440420800593	-10173.55695455572	-151.88346624487286	41.54098080353125	0.045302788030180154	90.55092361682617	73.94688127203258	13.406459823379958	0.017806682844753337	15.40722549347733	0.048573330993027235	387.44547299050197	2	14.634004897504463	68.65106933926366	-10173.55695455572
