Sample	posterior	likelihood	prior	N0_con	b_log	Ninf_log	t50_log	NInf_gomp	b_gom	t50_gom	b_exp	N0_exp	I	tree.height	tree.treeLength	D.treeLikelihood
0	-57505.073722845715	-57238.743861156065	-266.32986168965294	60.86315719790406	0.03854968572272769	17.715046487284255	46.1451335062544	200.36979345399504	0.006063916077483027	77.8415119969146	0.03136696364309813	432.9380680842585	3	91.6523743717158	955.0310441318118	-57238.743861156065
1000	-57498.0216588913	-57231.61682993858	-266.40482895271737	25.525725382899573	0.04973593534348554	33.93767901972391	249.29625247281786	177.0117741330448	0.009202579414611455	64.79373147978436	0.03051954423636386	340.62878396619857	3	94.36041272104059	963.849840647253	-57231.61682993858
2000	-57507.72790172455	-57236.91784263697	-270.8100590875854	17.092296726974528	0.014910701982569757	162.54834575750775	385.62216412529153	75.3990900076982	0.016187650781429117	86.6745118243199	0.030542260526885422	340.62878396619857	3	88.90391022195247	953.5492954096158	-57236.91784263697
3000	-57507.2571114143	-57240.24813844351	-267.00897297079007	36.64445583512118	0.07022385467987546	75.1151332161574	286.3054578466291	40.56913375750747	0.023344088863648107	69.35999762214391	0.030542260526885422	340.62878396619857	3	88.90391022195247	954.7570624862442	-57240.24813844351
4000	-57503.82857312633	-57237.52169382036	-266.3068793059755	29.539890884638886	0.07174709046137012	94.91978820751562	88.76429491127654	222.37932256398082	0.008660111588320666	49.53831872361906	0.030542260526885422	340.62878396619857	3	88.90391022195247	958.7657086709269	-57237.52169382036
5000	-57498.875615637	-57230.132168036034	-268.74344760096795	82.1041055197504	0.03028344934952909	223.79315505219202	61.839732647827894	176.36615499455198	0.014560043229633923	87.60671972073233	0.019245978254274602	340.62878396619857	3	97.42043645350715	973.1894221360918	-57230.132168036034
6000	-57503.81953166659	-57231.7748023458	-272.0447293207894	72.95403750165998	0.03784453670666656	72.6439370256485	81.72778308430404	375.0371028095266	0.01291010660897161	42.72484934617393	0.07342086887634203	193.96598918549333	2	89.13279338989129	958.9360580302167	-57231.7748023458
7000	-57504.140657001844	-57236.40523046517	-267.73542653667346	83.7596046976967	0.036866325689223545	64.46975189145071	35.7571756733538	375.0371028095266	0.022210355246367153	15.105740588982538	0.009687108822354044	286.43284793430126	2	89.13279338989129	957.9779102804195	-57236.40523046517
8000	-57506.0313102773	-57233.63898265643	-272.39232762087187	42.99993320347293	0.16367199240151364	55.93435220181398	65.89915804600834	496.39512233921096	0.014112405848337103	28.061999853877243	0.011697995171317295	255.07383957329236	3	87.31602095983001	950.8850785759465	-57233.63898265643
9000	-57494.48047166371	-57230.27162877198	-264.2088428917239	37.04425315147633	0.03821393215947125	37.70988876662247	78.86823003461	81.03317388627121	0.01291649838267896	25.63528836414225	0.035847855218911595	488.13944195694546	3	92.47662360548344	952.9509652955594	-57230.27162877198
10000	-57501.265576780235	-57232.40131328945	-268.86426349078664	58.06338312744906	0.011772446718886826	572.5611741946111	123.67276961438674	78.58018084622204	0.008297099479509644	45.007295239124616	0.022247889451420463	288.41645293091995	3	92.47662360548344	967.2967647087423	-57232.40131328945
11000	-57494.379825317825	-57228.365958419054	-266.0138668987738	37.15783365325535	0.015765260840955638	100.49755703776762	216.42867352131623	56.02935638300374	0.005129430707605906	47.91371624517841	0.025226392672672127	371.2459086721017	3	91.91536478029336	965.1866019239093	-57228.365958419054
12000	-57513.08278791261	-57233.621816919134	-279.46097099347406	143.25469613338905	0.08188450343745171	699.4081685650508	100.79186237177382	886.0141267885599	0.013553667400717187	46.48487369162873	0.025226392672672127	371.2459086721017	3	91.91536478029336	964.3073785143673	-57233.621816919134
13000	-57499.437638976655	-57230.9743059134	-268.463333063256	68.09355248703098	0.050943082247626406	163.69314343939928	510.3172160114048	86.61304210218057	0.009644362074270463	34.55779181794638	0.03511660823272871	371.2459086721017	3	91.91536478029336	963.3056121234366	-57230.9743059134
14000	-57502.21344461892	-57227.786737231225	-274.4267073877	109.02848216190888	0.05988896068814059	118.0230558975833	63.084737992796796	11.113032435803856	0.016747559776748775	242.81922822850115	0.02129617421658591	371.2459086721017	3	90.2383613673998	952.9567615291095	-57227.786737231225
15000	-57500.429747858085	-57234.36433480506	-266.0654130530265	68.58879856748754	0.018991358104395166	59.731976086902684	109.70000506545061	219.2531901936964	0.016879703391495384	61.00321856754932	0.029706369768898053	425.89934213838336	3	95.69052343304084	965.68257671039	-57234.36433480506
16000	-57508.43526667814	-57239.99937874848	-268.4358879296641	28.09216744163217	0.019990080347135945	265.2122165828017	116.67522885440327	341.97750858043867	0.008031141745885541	18.65815452517609	0.032507529510928036	349.00927525923174	3	95.69052343304084	967.0997237421838	-57239.99937874848
17000	-57512.722271185754	-57242.24968241793	-270.47258876782007	89.06368471793179	0.030418869330772726	168.58501623506507	142.72306549695605	290.1803304470647	0.008358617055184023	39.038801513345	0.03872177307994964	295.5831934364019	3	87.0526981509375	956.3896418607268	-57242.24968241793
18000	-57517.576112585615	-57244.63319984965	-272.9429127359585	185.6203365170827	0.014556213502376332	341.9489168197046	61.73123122101911	142.8495212275747	0.006504852632846498	43.612341783245455	0.034528371490262125	345.7194942464714	3	93.27019733726289	958.9869843388307	-57244.63319984965
19000	-57498.09963230972	-57227.31667513317	-270.78295717655465	77.54212872493068	0.044877255577631586	404.2784291055009	144.60575915749723	248.84535073975536	0.03252351953540368	69.93139823199968	0.036326656546209014	382.88990030310606	3	93.31414118607802	960.220447538673	-57227.31667513317
20000	-57495.63824647541	-57228.266552132416	-267.37169434300085	26.37674267816762	0.044877255577631586	113.90968712335011	51.083157260658005	56.16443062277668	0.011392999055441975	60.831184359352086	0.04779414324875169	473.5359337298429	3	90.75770707356666	944.1091141187111	-57228.266552132416
21000	-57500.328640752465	-57233.53171398392	-266.79692676854467	92.25748264567733	0.07375180102954561	116.42290913820912	72.2885794601633	64.69927440339266	0.015324924327641097	54.540024636476616	0.03228320079834487	436.71138179722254	3	87.4421159550104	940.0081083002603	-57233.53171398392
22000	-57507.00193724653	-57240.16467179857	-266.83726544795906	73.70814052638165	0.03932467311829057	50.70841493868368	236.728563023515	282.55864143448406	0.010592864840663917	91.26646819960924	0.025834754224538483	283.08757544747743	3	89.99348909091351	946.7303239392779	-57240.16467179857
23000	-57509.410704515736	-57242.31318241725	-267.0975220984816	77.37846276188439	0.01908526476168869	144.3329406672037	123.7040537309346	87.6252706874947	0.04063009272185763	77.4448212649776	0.020506416447777922	283.08757544747743	3	90.16124298469	937.2310211171431	-57242.31318241725
24000	-57499.18939764487	-57233.234905000245	-265.9544926446283	51.51953555463435	0.05837633551452412	207.15837309995217	62.8829161693858	72.69529309408891	0.03445709503097855	46.24647518315764	0.028052138336292942	301.827848122653	3	94.48949717016211	952.519522312823	-57233.234905000245
25000	-57495.4041276962	-57228.00372602854	-267.40040166766033	73.79717925478657	0.0663276464340559	177.37584327106575	48.88277119717542	75.63540790812748	0.012407484425107525	50.51994790908714	0.026887893424863495	421.77910052125276	3	90.77045922459435	949.9135573276044	-57228.00372602854
26000	-57496.22164538937	-57229.59609326036	-266.6255521290046	58.22271513393594	0.02889795748078238	42.13604324763533	43.271391445625724	47.08097254717768	0.03404769722875987	33.96908061546232	0.045519241705185835	424.4933042616467	3	92.25582778891729	952.5684527362879	-57229.59609326036
27000	-57492.6316930108	-57227.06536129227	-265.56633171852917	45.70248438916844	0.022493050732510997	51.69017961200112	68.25100755350252	41.05407724707771	0.010270522166441084	157.47632098261317	0.0284281056830581	281.9913102209377	3	92.20250548402856	957.5579559357469	-57227.06536129227
28000	-57496.64559727214	-57230.199272156824	-266.4463251153164	49.27876812799274	0.10349102555079186	34.621140603357176	173.12223463411223	175.88629521981068	0.0033492218993629815	28.74694247663273	0.025323549124411815	293.48586717905334	3	86.97383462045512	931.2745698304027	-57230.199272156824
29000	-57501.80229878259	-57234.03580113028	-267.76649765230496	39.53589332815766	0.026313628041363363	65.42315687463132	89.07173005433349	135.93298132586597	0.005721747804069498	73.6752845405908	0.04646400795407939	365.0754521269585	3	95.05073209032116	951.9046184541706	-57234.03580113028
30000	-57500.03310160701	-57231.118113769924	-268.91498783708596	98.3497317600256	0.1307057326612254	183.77878703598867	61.29974778941768	83.16154957133182	0.018954265469951655	44.31024976511518	0.03699726655137938	417.525609352023	3	90.03049972736348	932.9816760674553	-57231.118113769924
31000	-57499.491334186285	-57228.716676190066	-270.77465799621547	116.7883602378994	0.011008611589204506	77.95735491661226	189.9811609202288	246.57892890507	0.03352971023209707	90.00068013056459	0.03699726655137938	375.91833428061807	3	92.07449960603046	943.6419276311452	-57228.716676190066
32000	-57504.60499436468	-57228.61464775307	-275.990346611611	38.652282281228835	0.004301410300147332	143.89366647259826	126.09751836265173	340.8203965773725	0.02560005176604456	247.9321878198903	0.022953051112054982	269.0018395592383	3	88.63216357244062	948.3237359001891	-57228.61464775307
33000	-57503.189205411494	-57235.17723845349	-268.0119669580021	34.16449867339995	0.030134284103377748	90.75182190932856	174.98562569311358	131.43639016193782	0.00903969299384376	241.08096172109597	0.03478500170175585	347.58449104448397	3	92.01443601786987	953.2007521182745	-57235.17723845349
34000	-57494.064891039045	-57228.69991277156	-265.3649782674871	37.076905547404365	0.03499260617081771	37.76206719280397	249.9236502095132	263.3591325590941	0.008934294473475988	47.72296154902852	0.03023170251063218	278.9150515922624	3	94.03961104669304	948.2627575921301	-57228.69991277156
35000	-57503.6709624937	-57235.34143180622	-268.32953068747656	73.24643116715666	0.03499260617081771	27.904661621896558	289.5310890299651	337.4173569449933	0.025962992306308715	55.71060759389873	0.02470362808887755	286.21129281862966	3	94.3037587042533	966.2872060120905	-57235.34143180622
36000	-57501.24688929725	-57232.432339614585	-268.81454968266513	52.10048338840421	0.09436597566202684	47.57635234295969	151.99543629652607	380.5640806905601	0.02691132526002578	72.30937900709382	0.02470362808887755	349.94345494137883	3	96.09296761880445	957.7859083859528	-57232.432339614585
37000	-57497.89782362905	-57228.6018417683	-269.29598186074554	144.66323955854432	0.07801067685875171	20.733345908162153	54.51393367242018	154.2502229467517	0.02343997200510126	33.726326364174035	0.030225706898043037	347.3492769114556	3	94.92593768671992	959.7616670699376	-57228.6018417683
38000	-57504.03861911435	-57229.149865382766	-274.88875373158413	57.138015164482965	0.06224134728634635	115.13142229466389	218.67746981862607	495.05155512589255	0.03554874444929399	46.9887162168117	0.01589839081606092	418.9569784844667	3	88.61806198492648	952.2789803054029	-57229.149865382766
39000	-57508.0943144972	-57226.07481605396	-282.01949844323997	52.65496590043801	0.07751128410726543	874.8796636797467	305.4785831887864	361.30007852984346	0.04249558575763934	161.50093147466484	0.009961768590358296	325.8628780793391	3	95.47609556306512	950.9786972360819	-57226.07481605396
40000	-57496.079368034494	-57223.54950317249	-272.5298648620041	65.3555194702626	0.033843847051228594	493.2410486587744	272.0422843140602	213.1961745229011	0.039050064297032096	17.72583114045655	0.02932750250402172	265.3308958157084	3	93.09341244247969	960.6124127457854	-57223.54950317249
41000	-57487.53681872008	-57224.01652456621	-263.5202941538708	40.95138962685485	0.025600366142796687	38.105764534652735	167.27010231097177	78.47688790705975	0.004877806620374902	24.91927939153279	0.03134282271527797	308.44014950805416	3	94.56765416173386	957.1263445728262	-57224.01652456621
42000	-57507.0450999689	-57235.76528236361	-271.2798176052898	62.24926647224088	0.032444789600233635	27.112453845718026	561.2074812831515	33.523089797104674	0.05525267660871603	18.766655287801072	0.023614421571882184	220.0612374752048	3	89.10300799853374	938.5454644389913	-57235.76528236361
43000	-57496.83906376068	-57226.33899422899	-270.5000695316914	47.15576978814306	0.04053347240910019	27.791400746131554	412.7424424465659	245.74190605777622	0.036056001170561146	62.39827483188329	0.014599393595268491	84.82098584666572	2	92.17779952600041	962.0598904435338	-57226.33899422899
44000	-57498.32254582841	-57230.58029925248	-267.7422465759332	47.975202351666674	0.0968203472968095	219.16545416119257	58.17663841039259	155.33702858936547	0.030902778467954018	36.96731753566335	0.00676874236743552	166.7002174399049	1	94.61590159541461	958.6012315851842	-57230.58029925248
45000	-57500.546088074094	-57231.71341067141	-268.83267740268843	40.22780488713283	0.06184967244923882	219.16545416119257	58.17663841039259	163.4772656374212	0.029867159492727332	72.10054490609804	0.005175814938436675	168.9186264787459	1	90.50121204458404	956.7107771271542	-57231.71341067141
46000	-57510.68131039048	-57236.25495610167	-274.42635428880965	122.30210683344016	0.06184967244923882	219.16545416119257	58.17663841039259	173.06938345337886	0.012255974663701298	149.1727536806788	0.07854613095622924	140.8205615984794	1	91.15363240671516	940.741621439679	-57236.25495610167
