Sample	posterior	likelihood	prior	N0_con	b_log	Ninf_log	t50_log	NInf_gomp	b_gom	t50_gom	b_exp	N0_exp	I	tree.height	tree.treeLength	D.treeLikelihood
0	-52744.375694965434	-52488.29949932566	-256.0761956397749	57.11827190924277	0.05462791573185449	64.59710859500014	90.51694684807752	60.017258636357155	0.014157504630509236	73.87335416218053	0.03637394644534512	261.60974402768966	3	62.79895641705054	757.5235713679656	-52488.29949932566
1000	-52752.57256228248	-52487.78665272781	-264.78590955467035	111.08165394428359	0.02591456990327954	123.89151948247881	224.1544658702999	476.75598889925715	0.03618759479713187	7.158921550111634	0.03335202862338767	239.73886266524673	2	66.09069682528828	763.6761738687433	-52487.78665272781
2000	-52743.00237792606	-52480.751858721414	-262.250519204647	68.47176792292558	0.04918847805974027	170.166247071405	100.65193526620746	252.43144223171333	0.031783817590456655	15.89656881435409	0.008284054350570164	445.6047183584562	2	66.09069682528828	774.7159344899922	-52480.751858721414
3000	-52749.980967233474	-52482.66454288659	-267.31642434688683	58.02628235673102	0.06754978693425366	40.581189651349185	1034.6057195881765	560.0848708931965	0.031783817590456655	9.178360023454928	0.010326124902708561	186.7204184771726	2	66.09069682528828	776.4781551852418	-52482.66454288659
4000	-52751.868101834465	-52486.857333371576	-265.0107684628901	54.39242655567016	0.14676707440159592	117.33576138870004	26.58702367784462	287.1224433864468	0.027957980772936483	28.222111834068553	0.0038380303651372807	134.47520561320346	2	66.09069682528828	775.254565916015	-52486.857333371576
5000	-52747.73914112392	-52485.050519093405	-262.6886220305167	30.462653252119797	0.03400609366152537	58.172884436625196	73.23208645586773	287.1224433864468	0.03814596211533234	37.45922860413153	0.07042327086297027	144.84068854123683	2	66.09069682528828	772.9451407184605	-52485.050519093405
6000	-52742.13013314961	-52484.99222845849	-257.1379046911174	39.76209766235284	0.03511896419939166	26.12780888533522	67.41794916279221	287.1224433864468	0.03814596211533234	24.35197640657818	0.005373715787258125	142.64398232270563	2	66.09069682528828	777.9258500257534	-52484.99222845849
7000	-52744.02035797824	-52480.49063553558	-263.5297224426595	60.655044616084304	0.06842593672232995	270.6899968567225	134.40369803385852	230.272883311937	0.05356919350059591	30.65266939356537	0.07167555658297436	135.5181067148891	2	66.08558254719742	780.4625689138118	-52480.49063553558
8000	-52742.48400716765	-52481.23367626365	-261.2503309040052	20.549400086460537	0.07602101194515931	68.8081629920354	90.70636585594501	120.72520688284648	0.0052408658156399245	86.06218639963427	0.03074217845063594	245.63132894175578	3	66.08558254719742	784.8261694533392	-52481.23367626365
9000	-52740.74043523697	-52480.23601237835	-260.5044228586205	70.0422617870701	0.05979304351399444	100.91118537556896	39.943426046718464	128.68828090408036	0.012522005752193964	37.69369002118333	0.05233360610804834	456.7739845328617	3	66.08558254719742	786.6809340219131	-52480.23601237835
