Sample	posterior	likelihood	prior	N0_con	b_log	Ninf_log	t50_log	NInf_gomp	b_gom	t50_gom	b_exp	N0_exp	I	tree.height	tree.treeLength	D.treeLikelihood
0	-47454.65088306994	-47200.85067786935	-253.80020520058903	68.80816293217376	0.09947159870955864	127.97573996557438	80.8844299231918	50.53822018951611	0.004706536001866716	110.92734579116082	0.004254767121243803	165.9991488787474	1	94.27465643832468	841.5198656518014	-47200.85067786935
1000	-47452.440300150185	-47201.159360120735	-251.28094002944715	48.54837816134331	0.038421146694278034	163.3203394925836	62.93516252960161	138.78974699751694	0.006576693630139181	46.43973012539791	0.0261037240478203	202.33801293203263	1	94.27465643832468	847.4545282752783	-47201.159360120735
2000	-47464.903131263505	-47204.56017785795	-260.34295340555207	33.104216113006714	0.06172645134386496	163.3203394925836	300.7495966133659	105.05498966839049	0.00848751934273063	115.06611883700933	0.052361133714754544	436.096371848087	1	94.27465643832468	851.4581567446501	-47204.56017785795
3000	-47463.95782480959	-47205.563671897835	-258.39415291175635	31.318347196617275	0.02544963741925711	163.3203394925836	65.9709484044102	23.472614726449862	0.014334816432319144	105.67040319392477	0.05564852482861444	770.6011644582168	1	93.74087634557338	842.1369015018668	-47205.563671897835
4000	-47461.03997868341	-47207.09498988693	-253.9449887964806	42.252031129218466	0.09347306908772345	163.3203394925836	65.9709484044102	219.75713119145038	0.010349675079097882	80.79149241306072	0.017406733708245154	48.91255220160287	1	93.74087634557338	845.5303605399788	-47207.09498988693
5000	-47466.96710297189	-47209.92959800752	-257.0375049643664	69.04060264805395	0.031790424753051084	163.3203394925836	65.9709484044102	180.73116354291238	0.013823072956075492	72.41556867808028	0.023120470828371528	924.7280234724919	1	94.4671924803452	850.124236560538	-47209.92959800752
6000	-47467.030897840996	-47210.83898131693	-256.1919165240722	84.06244609443964	0.06680388775973552	163.3203394925836	65.9709484044102	80.86491548590972	0.00836245020711856	170.58076438807555	0.03313650118125779	492.6799470207507	1	103.02078785467593	869.6719500772106	-47210.83898131693
7000	-47465.689423425276	-47206.17095588171	-259.51846754356836	108.28181365122562	0.04184656185351336	163.3203394925836	88.30109728526088	68.63075292708749	0.01749482451010537	164.4532604209271	0.08220126952486616	126.39091483070048	1	95.50743927308143	853.9300411089152	-47206.17095588171
8000	-47461.31012304636	-47207.69957723218	-253.6105458141726	25.892456308148635	0.05373521945393175	118.98285477921995	64.79331667045327	261.4586705364221	0.01856117320467191	46.981435218863645	0.015392590054065024	120.96925617714929	2	101.6396816521553	853.9454104833462	-47207.69957723218
9000	-47460.50952783506	-47203.010743210274	-257.4987846247927	55.2959075653887	0.106079797099858	353.1290900122104	66.29402204246595	291.9586300357488	0.016262672298442107	27.50517622136289	0.006650459679359884	269.490193929542	2	103.65855098228562	873.8944667854083	-47203.010743210274
10000	-47460.117314678806	-47206.43145280703	-253.68586187177712	54.695497370640005	0.042802274418259754	28.37219270555678	62.791571508201855	226.88344958518272	0.03614146048787748	57.44503699500084	0.005051160003559014	450.0604140144481	2	99.52543548098988	867.4533878046071	-47206.43145280703
11000	-47461.35996785037	-47207.327750892866	-254.03221695750364	61.82174245521083	0.06789543968053058	37.33744620392517	208.84556120438072	235.10264050169422	0.011748861548847429	43.92270750519138	0.007505873688867443	207.43398611941848	2	93.46088450538788	853.2766377969532	-47207.327750892866
12000	-47466.311277114146	-47206.83546636591	-259.4758107482336	60.44352456009755	0.028698123950076718	233.97970261874994	157.23950039456062	235.10264050169422	0.03425361764531329	43.92270750519138	0.1515948306820864	179.59176342341993	2	93.46088450538788	840.7419834899487	-47206.83546636591
13000	-47463.59535257764	-47207.09534048597	-256.50001209167056	123.45462241014518	0.08062795638980617	75.58452719243422	105.93841122663184	235.10264050169422	0.023846810355192746	36.4332413176967	0.019837554273849523	286.86074878647406	2	99.88543055494391	862.1470911222859	-47207.09534048597
14000	-47450.24522575152	-47195.50688078064	-254.73834497087913	49.27633031658201	0.038184572718442535	72.05771637482238	218.96157407323267	382.4867904705612	0.014361855928652623	19.928155007080843	0.009701383742712467	189.0238241852076	3	97.23655298864081	858.6761652865491	-47195.50688078064
15000	-47453.71560165595	-47196.4044974056	-257.31110425035354	137.5095194773378	0.021279230369735783	187.97152157853455	56.30372313270048	198.20357346708332	0.009182615593937507	58.75689726545507	0.01531421096896056	189.0238241852076	3	97.23655298864081	856.1467940790492	-47196.4044974056
16000	-47452.10536793981	-47196.11608411501	-255.9892838247954	66.08244036204725	0.07968856426339466	102.71537638196305	48.627253659586145	212.13432532504922	0.011698415634278857	38.835728869353076	0.03710523101726741	372.1266099796794	2	93.88754209164266	851.6780629897579	-47196.11608411501
17000	-47450.348134618565	-47195.766398059815	-254.58173655874666	51.29499830439763	0.05054915743768357	350.14482916950715	65.4409041335044	82.34757816770177	0.014914390754679612	52.96108229143839	0.015279548396144656	166.39711075656587	3	100.26103761486615	863.9190270029483	-47195.766398059815
18000	-47452.98750650605	-47195.4103209307	-257.5771855753478	37.641621560511744	0.03948377695526232	83.72662652941088	143.9051092807586	268.7786295973199	0.05435325116587035	71.98253686010663	0.015279548396144656	241.33589742911232	3	97.77901013833443	858.505180595214	-47195.4103209307
19000	-47462.99115645506	-47203.52868501356	-259.46247144149953	77.1243316763303	0.014415845351734015	114.33459982656265	228.4785319405872	138.26597625737205	0.016247060808095865	119.51833323839598	0.06180737056119563	230.67253718062645	2	99.6262855061528	877.1915369410726	-47203.52868501356
20000	-47458.11129432076	-47200.09411945115	-258.01717486961735	37.57957399047145	0.06837328717708956	109.58815079820133	26.19527497459676	138.26597625737205	0.049948023535793126	83.08452230006428	0.06920979720870675	177.61187846769974	2	102.08019459038174	876.8226885590486	-47200.09411945115
21000	-47450.57271605859	-47193.99563609963	-256.57707995895987	82.73547234499623	0.04514437368099001	181.55481266538072	54.9400608342762	138.26597625737205	0.044265248638145696	64.41556961644314	0.03491340131913398	450.059805051006	2	97.38898991429983	861.4206211187311	-47193.99563609963
22000	-47459.16589446903	-47203.12555226576	-256.0403422032662	72.32454380472416	0.034464022001814275	58.52404373424996	130.30617263966343	225.0194994243119	0.044265248638145696	64.41556961644314	0.06901156240624307	130.557426719905	2	95.87065306068412	843.0429769199594	-47203.12555226576
23000	-47456.82994310201	-47204.353094857375	-252.47684824463525	79.59201307955465	0.023300163024389232	89.2700312535331	151.275287914644	154.42874128267746	0.038812072458307055	64.41556961644314	0.023295267774940166	85.27854007066281	2	98.38905120942867	851.654079112789	-47204.353094857375
24000	-47454.426373221766	-47200.233086688146	-254.19328653361833	88.45244047290996	0.015517467929523212	93.77813879570584	206.33083926052907	169.70960494838886	0.03786659131954212	64.41556961644314	0.006482947702371388	406.1518652479503	2	96.04196904160722	846.8720735325007	-47200.233086688146
25000	-47451.96704594023	-47197.82347158087	-254.14357435936222	93.01750582032595	0.030396245015083864	223.0854596726406	71.95562640034481	169.70960494838886	0.03786659131954212	64.41556961644314	0.015472704719383721	434.88398511040873	2	98.10003849408204	839.8630765209431	-47197.82347158087
26000	-47450.436764745304	-47190.83264489247	-259.6041198528326	76.29858706209097	0.016127938577828835	100.34376341388601	27.295553351142882	169.70960494838886	0.005323434306553318	129.7062796154556	0.05714276677122728	252.7482276741082	2	100.3723941421244	862.6144706479578	-47190.83264489247
27000	-47456.00094887196	-47202.6328882306	-253.36806064136522	33.52791553808074	0.03267477750289297	11.667613334378977	114.9393425138896	169.70960494838886	0.016427197108974525	47.98955269622226	0.017384725331836617	300.7050456131043	2	102.04610896026227	865.3781230445575	-47202.6328882306
28000	-47449.526117683374	-47191.9985924367	-257.52752524667693	73.75730890815267	0.010618027685616472	421.48497435358655	203.04007085966705	240.62570013038376	0.010176892148368682	58.267860401082864	0.00628098581153175	230.90504073954784	2	96.61023998075174	837.4454848052467	-47191.9985924367
29000	-47445.96927869481	-47192.67163797098	-253.29764072382577	32.04784024165672	0.026340994667464014	40.838083730969004	128.55186072076302	146.05857044304275	0.012028711505069473	43.594240198716804	0.02292962870498793	230.90504073954784	3	96.56457382559894	846.231227602166	-47192.67163797098
30000	-47452.207460367215	-47198.28684383559	-253.92061653162529	66.97992079258226	0.02289382371541883	33.6827457639529	136.871326613775	72.41187769019557	0.005974508224383252	85.98141139351969	0.005420640918542731	199.43749431683406	3	98.23494494077336	859.9910380669561	-47198.28684383559
31000	-47460.26236526405	-47202.042505009515	-258.21986025453106	47.49543995386447	0.07282011680531227	126.1090618395735	153.1348913140489	514.1381337457435	0.009676628880418864	44.88787517947098	0.04342612956293613	130.81859716115318	1	96.62512121991442	843.6335071007767	-47202.042505009515
32000	-47454.46958375112	-47199.62065797628	-254.84892577483788	25.902594517655167	0.13854827797418232	126.1090618395735	67.59646381063719	125.34065542687571	0.024701368241137965	44.929069249629165	0.018319204245258954	572.0973477588525	1	94.06111533846398	831.2206636162886	-47199.62065797628
33000	-47454.03399843019	-47199.959160369086	-254.0748380611044	67.2290778526497	0.07805941790659679	126.1090618395735	67.59646381063719	43.22846872446322	0.04382364429275414	65.6223275147775	0.03694577281318213	268.6082518592629	1	96.03573632148479	837.6302232468745	-47199.959160369086
34000	-47461.51276985396	-47204.36616961293	-257.1466002410327	40.86020976990636	0.09130889530513299	25.245129335988988	65.880683424189	259.821513873312	0.02917143715698721	61.710264758518626	0.019592308267981307	57.43269911706358	2	99.72535709184743	852.280340223762	-47204.36616961293
35000	-47452.19414497883	-47198.27191407892	-253.9222308999094	41.59758350404621	0.03053630228378056	53.74992269596652	417.1427041113092	170.4511205373672	0.02917143715698721	55.89760318817387	0.010791416745376004	349.5345209588346	2	96.38583902864454	854.6150987359613	-47198.27191407892
36000	-47458.431827064574	-47199.91392166416	-258.5179054004121	97.49528545861124	0.09698771627099188	42.73780165587724	26.405555999154537	193.83901174647374	0.031491905792633314	55.89760318817387	0.057912354496956725	360.75859192126535	2	98.5676524000543	864.7746503614019	-47199.91392166416
37000	-47452.478238973665	-47199.79335618205	-252.68488279161832	47.45608081886969	0.0671538720396026	50.06544188402988	151.0946651626655	234.0151070349851	0.01165164786931852	27.350711359918503	0.014943883841480748	221.08065555127703	2	95.81505480207917	855.7279193988165	-47199.79335618205
38000	-47450.40761639109	-47196.13301699044	-254.2745994006492	53.84019574713162	0.025277707832832827	161.63438667878748	46.120225173900586	45.52369521758925	0.018459696645799443	25.11952345527307	0.033782356980309305	349.99144209850215	1	95.31176006558282	843.63216883352	-47196.13301699044
39000	-47453.58443112485	-47193.63210133183	-259.95232979302426	30.68397742285689	0.17628614579262544	21.922053564238663	131.9003762600913	38.65970227640124	0.02829053738548104	96.71343398826828	0.002637260369430758	153.93155316617876	3	98.84258000121159	861.4399012099177	-47193.63210133183
40000	-47452.311085912996	-47196.85747315446	-255.45361275853546	73.72968624968578	0.025787559194295557	357.07067917065416	161.0882629889734	95.31682855532809	0.012074630417408763	106.72573224640126	0.010063500170359714	153.93155316617876	3	94.90052794454752	847.6255147130256	-47196.85747315446
41000	-47447.97256225121	-47191.9226841515	-256.0498780997116	24.269069918270322	0.06777443408603	56.853189949473645	156.01345360975523	221.69630957387005	0.0101001983933822	46.52918553210653	0.04845690539913188	381.3794378790031	2	95.94808424312947	848.3902146613206	-47191.9226841515
42000	-47454.62376983887	-47198.86930728744	-255.75446255143373	62.715678932708755	0.10973729724270836	53.107976809119194	169.30397961948583	217.92925684467787	0.011837722229657333	46.52918553210653	0.007414278782435184	460.52183169410756	2	98.28631848795575	857.1830154321956	-47198.86930728744
43000	-47447.13211393811	-47194.424984178324	-252.70712975979018	57.572507614575514	0.02697758960099807	170.73170445333977	57.51539668043477	140.16118444469052	0.021400973493289264	68.21212746508037	0.02594778626461724	275.3211900684257	1	97.68991551931323	846.2864177108264	-47194.424984178324
44000	-47441.120117208826	-47187.509877450306	-253.61023975851654	69.1513416917646	0.017340201166424433	28.60216809651012	306.9500034139377	142.26742937166517	0.07355743006674119	73.24950967083139	0.007534830105929642	85.46528918931547	2	95.80642435533484	854.146965033518	-47187.509877450306
45000	-47448.08767290785	-47195.18381804473	-252.9038548631188	40.735425403754626	0.012144777186167844	40.54890328700489	63.00979253674075	142.26742937166517	0.08073400443766675	73.24950967083139	0.0071387394406528	154.4096675624564	2	95.43026933605898	857.1878895848043	-47195.18381804473
46000	-47454.71457941647	-47196.756574731946	-257.9580046845237	36.24928531072337	0.03814905775869691	52.314520798583914	149.18755124141933	158.73593661875026	0.08073400443766675	73.24950967083139	0.18385650190736266	260.45600776976096	2	95.46492088919553	845.0287873820114	-47196.756574731946
47000	-47450.385130412236	-47191.18886879485	-259.19626161738165	56.9947069672361	0.02972621400304514	98.1820236990127	166.84591157911083	203.7271190176211	0.010528034532540325	187.41207421076388	0.04905445855238504	122.68742811104858	1	97.57473033820996	832.8342865618245	-47191.18886879485
48000	-47450.75433151646	-47198.736882587524	-252.01744892893217	42.260550838802104	0.07381354712357961	29.13590861211052	130.63532025931218	180.94158654756373	0.02563670198117972	52.729383287915425	0.006376206822009978	334.26955802511003	2	97.28968830308759	843.3810164818088	-47198.736882587524
