Sample	posterior	likelihood	prior	N0_con	b_log	Ninf_log	t50_log	NInf_gomp	b_gom	t50_gom	b_exp	N0_exp	I	tree.height	tree.treeLength	D.treeLikelihood
0	-28207.727736956032	-27986.08841936401	-221.6393175920239	58.35401451496827	0.07247960682197414	24.69911802185541	143.7127769679525	493.7495509475938	0.02706568158876268	63.592276484259486	0.071670921742873	77.40630969168306	0	77.6102385619108	396.9417107324042	-27986.08841936401
1000	-28199.461632589482	-27983.12348314373	-216.3381494457534	58.35401451496827	0.05548424236522248	69.74072950616359	285.7457020293738	62.47321117758346	0.01214152555701266	47.123293678066084	0.019733941240915882	247.3335086847969	1	78.78579501236392	397.90256343432753	-27983.12348314373
2000	-28195.07676981026	-27978.692770944603	-216.38399886565801	58.35401451496827	0.04166395116119726	147.66028494237366	51.265075140855416	57.30881373821025	0.012268789070353264	145.27604272399518	0.006846578080603789	301.13950712893376	0	74.06161659648	387.4602552880117	-27978.692770944603
3000	-28196.40942443821	-27973.65184272356	-222.75758171464992	58.35401451496827	0.03868269354280067	67.35549726499842	113.05436268075299	273.6150864561016	0.015755585287580618	152.65370102715855	0.16274129089763395	325.1161048024728	0	74.06161659648	386.7873123055889	-27973.65184272356
4000	-28203.54021485648	-27983.34939938356	-220.19081547292217	58.35401451496827	0.05169245126874115	217.4010187145708	130.7835237561829	96.69237869948844	0.008752075834063525	180.63199228182793	0.05242787700951976	338.2867004611323	0	79.02541457178597	396.4696253298544	-27983.34939938356
5000	-28203.23618134856	-27986.224832765525	-217.01134858303374	56.48375461398089	0.022647806332466457	86.16661633586199	84.46137558982126	185.75723019540416	0.0333579846670702	78.23235714451405	0.01719207182123856	561.0956657128327	0	72.247967845052	381.4719548090658	-27986.224832765525
6000	-28202.83916134086	-27983.092163570196	-219.74699777066468	56.48375461398089	0.07282634489140068	37.80072800695473	116.18864662064195	44.33673326087379	0.007491478191718194	30.663826594874916	0.0968848957400983	621.1605609078617	0	74.43889540542058	390.49604798011984	-27983.092163570196
7000	-28199.883282018513	-27982.429572863985	-217.45370915452818	56.48375461398089	0.03694211669879574	115.17569315305123	241.423035894716	68.12014945515364	0.015464848657082095	98.55038247371873	0.03099263079374183	349.40831899515473	0	77.08202415615716	396.97945075060176	-27982.429572863985
8000	-28198.06649198091	-27979.36514935117	-218.70134262973679	56.48375461398089	0.1253595666045966	151.39343346945918	182.29758631659925	54.330816938789155	0.008951407636696955	22.546358257565508	0.03705796333212267	169.7300541279417	0	71.33627179029017	386.0212421966544	-27979.36514935117
9000	-28197.703188063515	-27980.26840607047	-217.43478199304406	54.210436828015084	0.01829321174282013	72.86931939762042	140.8018707348183	321.09403500179474	0.013515419283976923	31.09769971441562	0.028137493493723208	266.06584646647366	1	71.79328106684244	387.63466824137186	-27980.26840607047
10000	-28202.92990451958	-27982.409925384938	-220.51997913464308	91.3416761628599	0.03493924817783266	60.1844823577333	127.42271842003358	258.741087524675	0.01624100781418071	43.38653992133079	0.10399135785400983	222.1216366827471	1	73.93869999165368	392.43872145369744	-27982.409925384938
11000	-28191.67793169571	-27974.74037307	-216.93755862571024	64.78460687265313	0.04536274274593866	90.92028946902185	104.11956199608655	104.05412356996119	0.007977250397283944	87.54247741311927	0.029826120248671012	515.8954811847375	0	71.57849676326153	379.3884385282636	-27974.74037307
12000	-28193.397613632238	-27974.417987555305	-218.97962607693373	52.69462897104238	0.12868903720096955	42.93572188737806	95.91665464428162	162.74044092888104	0.026395838461548513	31.03552966434493	0.03333016301771526	616.5952376715811	0	78.87172383990318	393.504784493608	-27974.417987555305
13000	-28193.22283379007	-27978.021163731697	-215.20167005837266	67.28698180432313	0.02950082211784522	45.70680056948618	132.58159748306514	155.32562031527723	0.02911307008107669	32.66865551109648	0.02992519208743613	390.2566717865458	1	78.87172383990318	395.34621515440745	-27978.021163731697
14000	-28190.675306290384	-27974.059263003088	-216.61604328729794	41.72048599338478	0.05467027481956545	176.4384374323266	158.856678484589	78.84857505106608	0.0190678047186005	10.226320810866788	0.020728799474357806	136.7452411798828	0	73.18224308587995	381.87382789084967	-27974.059263003088
15000	-28187.14105326056	-27971.86488710397	-215.27616615659048	42.0191256126243	0.03570274036896009	51.49592966094518	145.76647772562907	60.68486608273605	0.06376209324905473	42.56188930290254	0.02173764052081133	190.40931855684562	1	73.68208997070886	384.329342328098	-27971.86488710397
16000	-28201.22300330955	-27980.896042147648	-220.32696116190488	100.1293889201944	0.10760181408037918	51.49592966094518	102.05525231729314	71.8898708627176	0.02453557090563905	97.27149719464266	0.056625928319134176	128.30828650985404	2	78.14009000354899	391.11308430955233	-27980.896042147648
17000	-28188.385197345986	-27974.62689324841	-213.75830409757623	68.05017027926887	0.03060034897421336	70.68000846159595	31.482723007059217	363.29875788114254	0.011261093732662484	26.493083046945465	0.008388561300073948	238.2094608413497	1	70.609278049133	373.85277128380676	-27974.62689324841
18000	-28186.883869859306	-27972.338882036554	-214.54498782275041	55.38967859506905	0.07378233089361115	149.65846732205273	82.44701079877017	187.236655263426	0.030770765921881982	39.841698425556864	0.011558641625936039	172.98082944919065	0	74.55804376493681	380.543223249859	-27972.338882036554
19000	-28191.622223582224	-27972.32257437137	-219.29964921085468	55.38967859506905	0.05158509099358488	49.70039795135087	196.5382288083868	174.64245583348801	0.03897955505590035	160.58820841025974	0.05643634391908566	170.14456797001822	1	75.91111281472278	388.03438261451197	-27972.32257437137
20000	-28194.289595198676	-27967.04833757655	-227.24125762212662	67.1816991474294	0.01057273332720118	433.60340992296784	124.00157376113266	350.08686510260225	0.024903971591166574	188.4379402053635	0.09457270701227923	125.95411952686037	0	77.64711677212661	391.7467724504644	-27967.04833757655
21000	-28189.51148245672	-27970.58816394978	-218.92331850694094	56.84844452692083	0.06885243347216582	162.2706091912179	60.49579375478849	147.50175281526094	0.044582481496881106	27.793470197581577	0.06640281474950324	419.30854673944907	0	76.41676700923887	385.90775133689544	-27970.58816394978
22000	-28195.973574464213	-27974.322042416636	-221.65153204757672	59.1497570094663	0.11409797713770489	13.336664521189842	89.37282277993184	243.988704339652	0.015579636528553643	263.69675788300214	0.0220721040075283	199.28784745470483	0	77.08504249932803	394.9828969404337	-27974.322042416636
23000	-28199.398097663157	-27986.293927997885	-213.10416966527126	40.27445536061253	0.03845711186378213	63.88290235849979	55.62033547983382	122.97775916919537	0.017468250047164624	135.9398755922433	0.02259547721944529	96.50257609491045	1	71.40428929758454	371.8638790793829	-27986.293927997885
