Sample	posterior	likelihood	prior	N0_con	b_log	Ninf_log	t50_log	NInf_gomp	b_gom	t50_gom	b_exp	N0_exp	I	tree.height	tree.treeLength	D.treeLikelihood
0	-38235.31217059384	-37996.238466811614	-239.07370378222822	58.91496426305157	0.020310135837917735	56.96528563371208	283.60882767002016	44.70804523371751	0.05261667482908679	28.618132149198498	0.01565944085150756	108.54912774992665	3	52.9246535420797	460.31579891538536	-37996.238466811614
1000	-38231.405006288	-37996.77514736577	-234.62985892222488	62.94962538003275	0.025618102105379	55.37038118545727	100.79968894636788	60.69080167741422	0.034912824039131915	37.12923295150083	0.05441442590138208	150.36280215882562	3	52.9246535420797	460.481770684294	-37996.77514736577
2000	-38235.42432037466	-38000.727391338805	-234.69692903585624	82.42128710404299	0.04672416004722852	60.29013647573307	123.38102759083836	94.74766104701234	0.011792161868674931	55.54659886190682	0.05441442590138208	150.36280215882562	3	53.56934316954978	460.6753665410131	-38000.727391338805
3000	-38234.10252831966	-37997.9475745887	-236.15495373095754	76.76873041242938	0.040517675974094454	96.7671342014094	109.74606034885186	135.3642942414885	0.011778391441853308	67.39179165044419	0.04323843345448046	110.33571648405814	3	51.803961573644635	457.9157753277054	-37997.9475745887
4000	-38236.06716700583	-37993.80817382914	-242.25899317669504	90.35772125714088	0.006876602054786354	177.05115154525672	125.22114499033582	47.154099367779395	0.011202552700622613	60.82662312254221	0.02982317877574473	179.09582692165918	3	51.803961573644635	458.89461205749285	-37993.80817382914
5000	-38236.15570470804	-37996.78823386616	-239.36747084188167	37.62902286390945	0.02725367744899186	125.47426428803705	268.6102392941433	117.7829956184773	0.019412092721333908	140.3569352938546	0.0691629258583218	194.22217636389178	3	51.26528378777481	461.3451326831645	-37996.78823386616
6000	-38236.58326135745	-37992.31409603528	-244.26916532216745	125.91755835469945	0.18291646437053347	72.8580211360913	135.30500386997107	37.03771432409063	0.004340621741473495	80.54727982692096	0.032955154260044056	156.1696695999987	3	51.26528378777481	461.1314868407114	-37992.31409603528
7000	-38236.99897288028	-37998.19661969133	-238.8023531889536	60.743887703725704	0.07220978471350345	86.47043152085226	141.79069981065317	106.48747625823192	0.030119605785959323	108.30863224011533	0.033907255497791576	156.1696695999987	3	51.26528378777481	460.1224957681913	-37998.19661969133
8000	-38237.28838527944	-37995.27207317089	-242.01631210855223	26.810127901162137	0.052840720777739617	139.62034882446443	110.32273259729087	146.81828685154105	0.08914918266717804	64.74090746407497	0.06660279551878058	156.1696695999987	3	51.26528378777481	459.9955291729518	-37995.27207317089
9000	-38234.979818979205	-37996.506757922456	-238.47306105675125	41.65314507105959	0.030962795822861013	94.51224668918145	155.1296829250905	307.98272257207833	0.03699365966247052	63.75644248998062	0.050088148762137304	178.5551974072222	3	51.26528378777481	459.29722560949466	-37996.506757922456
10000	-38230.08980377757	-37994.908741137646	-235.1810626399261	48.906822535829185	0.07368584120547207	48.88832671728383	116.78936492958958	96.54091608546429	0.01172623258862859	17.19523604426315	0.04467602011463501	117.60520005366318	3	51.231143739341235	460.47715213516403	-37994.908741137646
11000	-38238.969904815574	-37998.875261783855	-240.09464303172302	45.64492746854327	0.022861828209365196	32.13053197502569	45.14120465171382	21.193461993363115	0.05972236565562037	130.55601795077655	0.023888809016125934	134.44832018733055	3	53.69949268907941	460.85889368063425	-37998.875261783855
12000	-38241.30001614114	-37999.5113736622	-241.7886424789422	104.68567752005664	0.02578295205783528	87.94570530875228	160.9137250424355	137.2748580592586	0.008079154402771276	120.50668841008432	0.016380993997773447	126.94325891208861	2	49.78574574538311	455.69031641441484	-37999.5113736622
13000	-38236.01612340221	-37998.08213084701	-237.93399255519475	48.822015278673014	0.02446428209605667	24.742244576718793	76.67833013894233	164.4705791182247	0.016831148116257407	253.04388754568794	0.04855857271792523	150.8739423938997	3	49.78574574538311	453.412714766966	-37998.08213084701
14000	-38229.48754820902	-37992.79903889942	-236.68850930959655	48.59090498023876	0.060180973060156934	28.835774989843056	147.9124256682092	113.89524947007017	0.04102465683912948	26.00971933167919	0.04183018126077172	109.82791457447323	3	49.78574574538311	452.1361455194703	-37992.79903889942
