Sample	posterior	likelihood	prior	N0_con	b_log	Ninf_log	t50_log	NInf_gomp	b_gom	t50_gom	b_exp	N0_exp	I	tree.height	tree.treeLength	D.treeLikelihood
0	-36347.026851477276	-36105.22620761706	-241.80064386021692	92.99038393494055	0.059638447770852275	302.79779753735374	113.41891070700426	158.4291257341139	0.0054067168151243706	61.96560080681166	0.04413531491453023	271.63825571315004	0	247.62594566378525	934.4154332072354	-36105.22620761706
1000	-36339.54208861012	-36100.55822098527	-238.98386762485094	120.6925223144403	0.02710078644948192	47.730525149497204	88.1317436593699	83.71073470405936	0.010860603051290182	36.3176517303208	0.01014654211983384	176.59183728786326	0	371.3778144444343	1175.4595429699866	-36100.55822098527
2000	-36339.19691833709	-36098.17969382405	-241.0172245130408	82.03975200672072	0.013131421232455968	31.04568767051218	196.73756658591117	47.38403411777689	0.08351077040377006	25.444660942147067	0.007988776132673306	504.9037791158284	0	276.43899107395157	968.3286929257681	-36098.17969382405
3000	-36334.906108795265	-36099.821115610495	-235.08499318477286	40.71928347443609	0.028377725904100516	107.63146136624142	139.28824564618066	105.21070935418676	0.03044691106363009	25.0812688938965	0.008336324293744505	125.58974967014284	1	211.11188083520182	848.090838317538	-36099.821115610495
4000	-36336.41785959145	-36099.76754150331	-236.65031808813882	37.95697069139529	0.017759456197464267	107.63146136624142	353.64922348463085	100.91963655957562	0.009772021713965243	56.64695921003764	0.009161660590217833	112.77319822714973	1	239.54718644735715	894.7816440709909	-36099.76754150331
5000	-36344.80190471426	-36106.73160963178	-238.07029508247675	35.86642596315348	0.05130068477452346	107.63146136624142	189.40920609212446	51.40113285004319	0.03962434482168247	131.06034043351687	0.012363043041963508	206.34973715364424	1	175.42863797553153	773.2210738838015	-36106.73160963178
6000	-36345.718994953655	-36104.59776800833	-241.12122694532133	44.905023898146666	0.06481489482521964	29.784046692235314	189.5681705860293	86.94717495216229	0.020133886196889536	197.146868191011	0.003969361349713855	830.1863878796055	2	205.68351414276577	836.2429121520298	-36104.59776800833
7000	-36341.91051042518	-36103.702213812336	-238.20829661284193	32.39250783320163	0.009586816610216545	121.70503655799753	103.77217683211757	169.77290101083346	0.006647453338539755	101.1135441246551	0.025510206254422237	337.7354322471993	1	185.9609706599771	798.7336875197021	-36103.702213812336
8000	-36345.31576893682	-36105.734409925964	-239.58135901085583	109.0679188460879	0.047389524017341665	83.80782426925697	214.81649049126338	180.90571145762925	0.032048465600884354	45.50947709433238	0.01058389215409981	468.82866840824533	1	166.0836744397036	764.0265769121286	-36105.734409925964
9000	-36343.956720425864	-36103.459677050356	-240.49704337550932	76.48922423798685	0.045828840598040196	83.80782426925697	620.0264927459498	249.58839937797953	0.01709746866494781	105.93194651411677	0.015346694070055861	163.80601214041755	1	207.74381645582466	835.210659995088	-36103.459677050356
